Packet Counter,Source,Destination,Timestamp,Protocol
776,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.575986,6
777,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.576030,6
778,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.576100,6
779,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.576113,6
780,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.577188,6
781,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.577207,6
782,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.581719,6
783,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.581745,6
784,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.581783,6
785,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.581807,6
786,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.583639,6
787,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.583674,6
788,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.584689,6
789,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.584709,6
790,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.584780,6
791,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.584788,6
792,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.608272,6
793,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.608295,6
794,192.168.2.111,192.168.2.107,2020-09-06 23:33:49.608297,6
795,192.168.2.107,192.168.2.111,2020-09-06 23:33:49.608332,6
796,192.168.2.77,192.168.2.97,2020-09-06 23:33:49.698860,6
797,192.168.2.97,192.168.2.77,2020-09-06 23:33:49.698941,6
798,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.709748,6
799,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.709764,17
800,192.168.2.77,192.168.2.107,2020-09-06 23:33:49.718056,17
801,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.739432,17
802,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.743829,17
803,192.168.2.77,192.168.2.107,2020-09-06 23:33:49.761489,6
804,192.168.2.77,192.168.2.107,2020-09-06 23:33:49.761489,17
805,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.837382,17
806,192.168.2.107,192.168.2.77,2020-09-06 23:33:49.837420,17
807,192.168.2.77,192.168.2.107,2020-09-06 23:33:49.864673,17
808,192.168.2.77,224.0.0.252,2020-09-06 23:33:49.930861,17
809,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.078197,6
810,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.078197,6
811,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.078230,6
812,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.078257,6
813,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.079405,6
814,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.079415,6
815,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.083351,6
816,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.083367,6
817,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.083391,6
818,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.083399,6
819,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.085378,6
820,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.085390,6
821,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.086546,6
822,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.086558,6
823,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.086818,6
824,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.086829,6
825,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.110171,6
826,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.110171,6
827,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.110187,6
828,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.110200,6
829,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.140627,6
830,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.140707,6
831,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.140926,6
832,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.141136,6
833,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.141360,6
834,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.141578,6
835,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.141778,6
836,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.141989,6
837,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.142221,6
838,192.168.2.111,192.168.2.77,2020-09-06 23:33:50.142662,6
839,192.168.2.77,192.168.2.111,2020-09-06 23:33:50.142667,6
840,192.168.2.77,192.168.2.111,2020-09-06 23:33:50.143301,6
841,192.168.2.77,192.168.2.111,2020-09-06 23:33:50.143879,6
842,192.168.2.77,192.168.2.111,2020-09-06 23:33:50.144870,6
843,192.168.2.77,192.168.2.111,2020-09-06 23:33:50.145838,6
844,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.179081,6
845,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.179084,6
846,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.179106,6
847,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.179107,6
848,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.180238,6
849,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.180249,6
850,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.184389,6
851,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.184398,6
852,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.184707,6
853,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.184717,6
854,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.186316,6
855,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.186325,6
856,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.187449,6
857,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.187456,6
858,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.187772,6
859,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.187779,6
860,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.210942,6
861,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.210958,6
862,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.210976,6
863,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.210991,6
864,192.168.2.77,192.168.2.255,2020-09-06 23:33:50.277940,17
865,192.168.2.107,192.168.2.77,2020-09-06 23:33:50.337986,17
866,192.168.2.77,192.168.2.107,2020-09-06 23:33:50.347939,17
867,192.168.2.107,192.168.2.77,2020-09-06 23:33:50.368243,17
868,192.168.2.107,192.168.2.77,2020-09-06 23:33:50.368282,17
869,192.168.2.107,192.168.2.77,2020-09-06 23:33:50.368298,17
870,192.168.2.77,192.168.2.107,2020-09-06 23:33:50.377836,17
871,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.380061,6
872,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.380061,6
873,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.380085,6
874,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.380096,6
875,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.381053,6
876,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.381074,6
877,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.385371,6
878,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.385384,6
879,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.385641,6
880,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.385649,6
881,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.387127,6
882,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.387134,6
883,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.388174,6
884,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.388185,6
885,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.388497,6
886,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.388506,6
887,192.168.2.77,192.168.2.107,2020-09-06 23:33:50.400473,17
888,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.411986,6
889,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.412004,6
890,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.412175,6
891,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.412184,6
892,192.168.2.77,224.0.0.251,2020-09-06 23:33:50.517331,17
893,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.681571,6
894,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.681571,6
895,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.681606,6
896,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.681622,6
897,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.682667,6
898,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.682690,6
899,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.686559,6
900,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.686580,6
901,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.686657,6
902,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.686675,6
903,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.688439,6
904,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.688467,6
905,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.689889,6
906,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.689906,6
907,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.690014,6
908,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.690030,6
909,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.713454,6
910,192.168.2.111,192.168.2.107,2020-09-06 23:33:50.713454,6
911,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.713471,6
912,192.168.2.107,192.168.2.111,2020-09-06 23:33:50.713483,6
913,192.168.2.107,192.168.2.77,2020-09-06 23:33:50.931630,6
914,192.168.2.107,192.168.2.77,2020-09-06 23:33:50.931640,17
915,192.168.2.77,192.168.2.107,2020-09-06 23:33:50.989649,17
916,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.005096,17
917,192.168.2.77,192.168.2.107,2020-09-06 23:33:51.010513,6
918,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.025212,17
919,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.025245,17
920,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.025259,17
921,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.036272,17
922,192.168.2.77,192.168.2.255,2020-09-06 23:33:51.041922,17
923,192.168.2.77,192.168.2.107,2020-09-06 23:33:51.073122,17
924,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.082880,6
925,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.082880,6
926,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.082933,6
927,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.082946,6
928,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.083777,6
929,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.083796,6
930,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.087787,6
931,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.087787,6
932,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.087802,6
933,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.087811,6
934,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.089508,6
935,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.089520,6
936,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.090913,6
937,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.090929,6
938,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.091007,6
939,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.091016,6
940,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.114512,6
941,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.114528,6
942,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.114559,6
943,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.114568,6
944,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.584745,6
945,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.584796,6
946,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.584829,6
947,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.584839,6
948,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.585842,6
949,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.585853,6
950,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.589161,6
951,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.589171,6
952,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.589267,6
953,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.589278,6
954,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.591065,6
955,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.591073,6
956,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.592615,6
957,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.592623,6
958,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.592656,6
959,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.592662,6
960,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.616146,6
961,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.616146,6
962,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.616166,6
963,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.616186,6
964,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.656030,6
965,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.656106,6
966,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.656377,6
967,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.656596,6
968,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.656793,6
969,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.656993,6
970,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.657203,6
971,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.657410,6
972,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.657629,6
973,192.168.2.111,192.168.2.77,2020-09-06 23:33:51.657729,6
974,192.168.2.77,192.168.2.111,2020-09-06 23:33:51.658175,6
975,192.168.2.77,192.168.2.111,2020-09-06 23:33:51.658175,6
976,192.168.2.77,192.168.2.111,2020-09-06 23:33:51.659109,6
977,192.168.2.77,192.168.2.111,2020-09-06 23:33:51.659883,6
978,192.168.2.77,192.168.2.111,2020-09-06 23:33:51.660613,6
979,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.685707,6
980,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.685728,6
981,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.685904,6
982,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.685914,6
983,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.686696,6
984,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.686711,6
985,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.689810,6
986,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.689820,6
987,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.689945,6
988,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.689953,6
989,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.691782,6
990,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.691790,6
991,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.693260,6
992,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.693270,6
993,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.693302,6
994,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.693310,6
995,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.717028,6
996,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.717072,6
997,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.717109,6
998,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.717120,6
999,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.744170,17
1000,192.168.2.77,192.168.2.107,2020-09-06 23:33:51.752492,17
1001,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.806736,17
1002,192.168.2.107,192.168.2.77,2020-09-06 23:33:51.806780,17
1003,192.168.2.77,192.168.2.107,2020-09-06 23:33:51.821003,17
1004,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.886775,6
1005,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.886802,6
1006,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.887295,6
1007,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.887315,6
1008,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.887588,6
1009,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.887600,6
1010,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.890577,6
1011,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.890586,6
1012,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.890690,6
1013,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.890708,6
1014,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.892617,6
1015,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.892626,6
1016,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.894169,6
1017,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.894177,6
1018,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.894215,6
1019,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.894222,6
1020,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.918093,6
1021,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.918127,6
1022,192.168.2.111,192.168.2.107,2020-09-06 23:33:51.918153,6
1023,192.168.2.107,192.168.2.111,2020-09-06 23:33:51.918162,6
1024,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.188523,6
1025,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.188523,6
1026,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.188529,6
1027,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.188549,6
1028,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.188549,6
1029,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.188564,6
1030,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.191411,6
1031,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.191421,6
1032,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.191571,6
1033,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.191579,6
1034,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.193517,6
1035,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.193526,6
1036,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.194949,6
1037,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.194960,6
1038,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.195026,6
1039,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.195036,6
1040,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.218989,6
1041,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.219005,6
1042,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.219176,6
1043,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.219191,6
1044,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.369241,6
1045,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.369241,17
1046,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.369288,17
1047,192.168.2.77,192.168.2.107,2020-09-06 23:33:52.378247,17
1048,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.395711,17
1049,192.168.2.77,192.168.2.107,2020-09-06 23:33:52.425098,6
1050,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.463663,17
1051,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.463721,17
1052,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.463741,17
1053,192.168.2.77,192.168.2.107,2020-09-06 23:33:52.484490,17
1054,192.168.2.77,192.168.2.255,2020-09-06 23:33:52.515909,17
1055,192.168.2.77,224.0.0.251,2020-09-06 23:33:52.519909,17
1056,192.168.2.77,224.0.0.252,2020-09-06 23:33:52.528235,17
1057,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.590076,6
1058,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.590076,6
1059,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.590102,6
1060,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.590117,6
1061,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.590265,6
1062,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.590282,6
1063,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.592516,6
1064,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.592526,6
1065,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.592553,6
1066,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.592561,6
1067,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.594806,6
1068,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.594824,6
1069,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.596099,6
1070,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.596108,6
1071,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.596593,6
1072,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.596601,6
1073,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.620242,6
1074,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.620258,6
1075,192.168.2.111,192.168.2.107,2020-09-06 23:33:52.620282,6
1076,192.168.2.107,192.168.2.111,2020-09-06 23:33:52.620291,6
1077,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.779554,17
1078,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.779608,17
1079,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.779626,17
1080,192.168.2.107,192.168.2.77,2020-09-06 23:33:52.786240,17
1081,192.168.2.77,192.168.2.107,2020-09-06 23:33:52.822116,17
1082,192.168.2.77,224.0.0.252,2020-09-06 23:33:52.939138,17
1083,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.055316,17
1084,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.057130,17
1085,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.069562,1
1086,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.070218,1
1087,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.085994,17
1088,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.087618,17
1089,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.092371,6
1090,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.092371,6
1091,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.092406,6
1092,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.092425,6
1093,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.092482,6
1094,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.092500,6
1095,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.094239,6
1096,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.094239,6
1097,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.094252,6
1098,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.094263,6
1099,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.096929,6
1100,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.096940,6
1101,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.098430,6
1102,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.098439,6
1103,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.098688,6
1104,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.098698,6
1105,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.100832,1
1106,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.101441,1
1107,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.116767,17
1108,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.118352,17
1109,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.121946,6
1110,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.121975,6
1111,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.122011,6
1112,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.122022,6
1113,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.132228,1
1114,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.132878,1
1115,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.148354,17
1116,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.149958,17
1117,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.163354,1
1118,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.164033,1
1119,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.169699,6
1120,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.169768,6
1121,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.169888,6
1122,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.170004,6
1123,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.170116,6
1124,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.170225,6
1125,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.170330,6
1126,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.170439,6
1127,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.170541,6
1128,192.168.2.111,192.168.2.77,2020-09-06 23:33:53.170642,6
1129,192.168.2.77,192.168.2.111,2020-09-06 23:33:53.173131,6
1130,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.179250,17
1131,192.168.2.77,192.168.2.111,2020-09-06 23:33:53.180149,6
1132,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.181263,17
1133,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.193238,6
1134,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.193238,6
1135,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.193267,6
1136,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.193284,6
1137,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.193464,6
1138,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.193475,6
1139,192.168.2.108,192.168.2.1,2020-09-06 23:33:53.194555,1
1140,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.195020,6
1141,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.195036,6
1142,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.195100,6
1143,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.195109,6
1144,192.168.2.1,192.168.2.108,2020-09-06 23:33:53.195163,1
1145,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.197805,6
1146,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.197817,6
1147,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.199062,6
1148,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.199070,6
1149,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.199265,6
1150,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.199283,6
1151,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.222740,6
1152,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.222757,6
1153,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.222793,6
1154,192.168.2.107,192.168.2.111,2020-09-06 23:33:53.222802,6
1155,192.168.2.77,192.168.2.255,2020-09-06 23:33:53.269718,17
1156,192.168.2.107,192.168.2.77,2020-09-06 23:33:53.365870,17
1157,192.168.2.77,192.168.2.107,2020-09-06 23:33:53.382483,17
1158,192.168.2.111,192.168.2.107,2020-09-06 23:33:53.394426,6
